id,url,zh_tw,en,translate,note
western?c2=8,https://javdb521.com/tags/western?c2=8,站立抽插,The Hanging Garden,站立抽插,
western?c2=30,https://javdb521.com/tags/western?c2=30,站立背入式,Standing Doggystyle,站立背入式,
tags?c2=265,https://javdb521.com/tags?c2=265,童年朋友,Childhood Friend,童年朋友,
tags?c7=45,https://javdb521.com/tags?c7=45,第一人稱攝影,POV,第一人称摄影,
western?c0=90,https://javdb521.com/tags/western?c0=90,第一人稱視角,POV,第一人稱視角,
uncensored?c2=48,https://javdb521.com/tags/uncensored?c2=48,第一人稱視角(POV),POV,第一人稱視角(POV),
uncensored?c2=44,https://javdb521.com/tags/uncensored?c2=44,粉紅,Pink rotor,粉紅,
western?c6=193,https://javdb521.com/tags/western?c6=193,粉絲作品,Fan Submitted,粉絲作品,
western?c2=84,https://javdb521.com/tags/western?c2=84,粗暴性愛,Rough Sex,粗暴性愛,
uncensored?c5=130,https://javdb521.com/tags/uncensored?c5=130,精品收藏,Deals omnibus collection,精品收藏,
western?c2=121,https://javdb521.com/tags/western?c2=121,精液交換,Cum Swap,精液交換,
uncensored?c3=90,https://javdb521.com/tags/uncensored?c3=90,精緻身材,Exquisite glamorous body,精緻身材,
tags?c7=8,https://javdb521.com/tags?c7=8,精選綜合,"Best, Omnibus",精选?综合,
tags?c6=180,https://javdb521.com/tags?c6=180,糞便,Scatology,粪便,
tags?c7=97,https://javdb521.com/tags?c7=97,紀錄片,Documentary,纪录片,
tags?c5=373,https://javdb521.com/tags?c5=373,約會,dating,約會,
western?c1=25,https://javdb521.com/tags/western?c1=25,紅頭髮,Redhead,紅頭髮,
western?c1=122,https://javdb521.com/tags/western?c1=122,紋身/穿孔,Tattoo/Piercing,紋身/穿孔,
tags?c1=362,https://javdb521.com/tags?c1=362,純欲,Pure libido,純欲,
tags?c4=338,https://javdb521.com/tags?c4=338,素人,Amateur,素人,
uncensored?c3=88,https://javdb521.com/tags/uncensored?c3=88,素人,Amateur,素人,
tags?c7=330,https://javdb521.com/tags?c7=330,素人作品,Amateur,素人作品,
tags?c1=360,https://javdb521.com/tags?c1=360,絕頂高潮,Climax,絕頂高潮,
tags?c7=236,https://javdb521.com/tags?c7=236,給女性觀眾,For Women,女性向,
western?c3=56,https://javdb521.com/tags/western?c3=56,絲襪,Stockings,絲襪,
western?c3=99,https://javdb521.com/tags/western?c3=99,絲襪,Socks,絲襪,
tags?c3=198,https://javdb521.com/tags?c3=198,絲襪、過膝襪,Knee Socks,过膝袜,
western?c3=152,https://javdb521.com/tags/western?c3=152,綁腿,Leggings,綁腿,
tags?c7=175,https://javdb521.com/tags?c7=175,經典,Classic,经典,
tags?c1=386,https://javdb521.com/tags?c1=386,經歷告白,Experience confession,經歷告白,
tags?c7=271,https://javdb521.com/tags?c7=271,綜合短篇,Omnibus,综合短篇,
tags?c7=351,https://javdb521.com/tags?c7=351,綜藝,Variety Show,綜藝,
western?c0=62,https://javdb521.com/tags/western?c0=62,綠帽男,Cuckold,綠帽男,
western?c5=138,https://javdb521.com/tags/western?c5=138,維修工,Mechanic,維修工,
tags?c6=31,https://javdb521.com/tags?c6=31,緊縛,Bondage,紧缚,
western?c2=73,https://javdb521.com/tags/western?c2=73,緊縛,Bondage,紧缚,
tags?c3=177,https://javdb521.com/tags?c3=177,緊身衣,Leotard,紧身衣,
western?c3=130,https://javdb521.com/tags/western?c3=130,緊身衣,Corset,紧身衣,
western?c5=192,https://javdb521.com/tags/western?c5=192,繼女,Stepdaughter,繼女,
western?c5=131,https://javdb521.com/tags/western?c5=131,罪犯,Criminal,罪犯,
tags?c4=91,https://javdb521.com/tags?c4=91,美乳,Breasts,乳房,
uncensored?c3=72,https://javdb521.com/tags/uncensored?c3=72,美乳,Breasts,美乳,
uncensored?c3=75,https://javdb521.com/tags/uncensored?c3=75,美女,Beauty,美女,
tags?c1=135,https://javdb521.com/tags?c1=135,美容院,Beauty Shop,美容院,
tags?c2=5,https://javdb521.com/tags?c2=5,美少女,Beautiful Girl,美少女,
uncensored?c3=71,https://javdb521.com/tags/uncensored?c3=71,美少女,Beautiful girl,美少女,
tags?c7=312,https://javdb521.com/tags?c7=312,美少女電影,Beautiful Girl Movie,美少女电影,
uncensored?c3=84,https://javdb521.com/tags/uncensored?c3=84,美穴,Beautiful Pussy,美穴,
tags?c4=339,https://javdb521.com/tags?c4=339,美腳,Beautiful foot,美脚,
uncensored?c3=81,https://javdb521.com/tags/uncensored?c3=81,美腳,Beautiful legs,美脚,
tags?c4=57,https://javdb521.com/tags?c4=57,美臀,Butt,屁股,
tags?c6=79,https://javdb521.com/tags?c6=79,羞恥,Humiliation,羞耻,
western?c2=43,https://javdb521.com/tags/western?c2=43,群交,Orgy,群交,
western?c1=98,https://javdb521.com/tags/western?c1=98,翹臀,Bubble Butt,翹臀,
tags?c2=365,https://javdb521.com/tags?c2=365,老太婆,Old Women,老太婆,
western?c5=146,https://javdb521.com/tags/western?c5=146,老師,Teacher,老師,
tags?c2=366,https://javdb521.com/tags?c2=366,老年男性,Old Men,老年男性,
western?c5=180,https://javdb521.com/tags/western?c5=180,老闆,Boss,老闆,
tags?c2=144,https://javdb521.com/tags?c2=144,老闆娘，女主人,"Landlady, Hostess",老板娘，女主人,
western?c0=184,https://javdb521.com/tags/western?c0=184,聖誕,Christmas,聖誕,
uncensored?c3=95,https://javdb521.com/tags/uncensored?c3=95,肉肉女,BBW,肉肉女,
tags?c4=166,https://javdb521.com/tags?c4=166,肌肉,Muscle,肌肉,
western?c1=285,https://javdb521.com/tags/western?c1=285,肌肉發達,Muscular,肌肉發達,
uncensored?c2=6,https://javdb521.com/tags/uncensored?c2=6,肛交,Anal Sex,肛交,
uncensored?c2=51,https://javdb521.com/tags/uncensored?c2=51,肛交,Anal Play,肛交,
western?c2=23,https://javdb521.com/tags/western?c2=23,肛交,Anal,肛交,
western?c2=44,https://javdb521.com/tags/western?c2=44,肛交轉口交,Ass to Mouth,肛交轉口交,
tags?c5=74,https://javdb521.com/tags?c5=74,肛門?肛交,Anus,肛交,
western?c2=46,https://javdb521.com/tags/western?c2=46,肛門射精,Anal Creampie,肛門射精,
western?c2=38,https://javdb521.com/tags/western?c2=38,肛門擴張,Gape,肛門擴張,
western?c2=6,https://javdb521.com/tags/western?c2=6,背入式,Doggystyle,背入式,
uncensored?c2=28,https://javdb521.com/tags/uncensored?c2=28,背後插入,Intense back fuck,背後插入,
western?c3=148,https://javdb521.com/tags/western?c3=148,背心,Tank Top,背心,
uncensored?c2=41,https://javdb521.com/tags/uncensored?c2=41,背部騎乘位,Back cowgirl,背部騎乘位,
tags?c4=104,https://javdb521.com/tags?c4=104,胖女人,BBW,胖女人,
tags?c6=225,https://javdb521.com/tags?c6=225,脫衣,Undressing,脱衣,
western?c2=169,https://javdb521.com/tags/western?c2=169,脫衣舞,Stripper,脫衣舞,
uncensored?c2=67,https://javdb521.com/tags/uncensored?c2=67,腔鏡,Endoscope,腔鏡,
western?c3=101,https://javdb521.com/tags/western?c3=101,膠乳,Latex,膠乳,
western?c4=281,https://javdb521.com/tags/western?c4=281,臥室,Bedroom,臥室,
tags?c5=38,https://javdb521.com/tags?c5=38,自慰,Masturbation,自慰,
western?c1=60,https://javdb521.com/tags/western?c1=60,自然乳房,Natural Tits,自然乳房,
uncensored?c2=16,https://javdb521.com/tags/uncensored?c2=16,與外國人玩,Play with the foreigners,與外國人玩,
uncensored?c2=295,https://javdb521.com/tags/uncensored?c2=295,舔,Licking,舔,
western?c2=33,https://javdb521.com/tags/western?c2=33,舔肛,Rimming,舔肛,
tags?c5=73,https://javdb521.com/tags?c5=73,舔陰,Cunnilingus,舔阴,
western?c2=5,https://javdb521.com/tags/western?c2=5,舔陰,Pussy Licking,舔阴,
western?c4=113,https://javdb521.com/tags/western?c4=113,船,Boat,船,
western?c0=174,https://javdb521.com/tags/western?c0=174,芭蕾,Ballerina,芭蕾,
tags?c4=65,https://javdb521.com/tags?c4=65,苗條,Slender,苗条,
uncensored?c3=77,https://javdb521.com/tags/uncensored?c3=77,苗條,Slender,苗条,
western?c0=185,https://javdb521.com/tags/western?c0=185,萬聖節,Halloween,萬聖節,
tags?c6=346,https://javdb521.com/tags?c6=346,蒙面?面罩,Masked,蒙面?面罩,
tags?c2=48,https://javdb521.com/tags?c2=48,蕩婦,Slut,荡妇,
western?c3=31,https://javdb521.com/tags/western?c3=31,蕾絲,Lingerie,蕾絲,
western?c2=71,https://javdb521.com/tags/western?c2=71,蕾絲剪刀式,Scissoring,蕾絲剪刀式,
tags?c7=83,https://javdb521.com/tags?c7=83,薄馬賽克,Risky Mosaic,薄码,
western?c1=47,https://javdb521.com/tags/western?c1=47,藍色眼晴,Blue Eyes,藍色眼晴,
tags?c2=27,https://javdb521.com/tags?c2=27,藝人,Entertainer,艺人,
tags?c6=155,https://javdb521.com/tags?c6=155,藥物,Drug,药物,
uncensored?c4=108,https://javdb521.com/tags/uncensored?c4=108,蘿莉,Lolita,蘿莉,
tags?c4=19,https://javdb521.com/tags?c4=19,蘿莉塔,Lolita,萝莉,
tags?c3=182,https://javdb521.com/tags?c3=182,蘿莉角色扮演,Lolita Gothic,萝莉角色扮演,
tags?c1=7,https://javdb521.com/tags?c1=7,處女,Virgin,处女,
tags?c1=187,https://javdb521.com/tags?c1=187,處男,Virgin Man,处男,
tags?c6=382,https://javdb521.com/tags?c6=382,蠟燭,Candle,蠟燭,
tags?c1=249,https://javdb521.com/tags?c1=249,蠻橫嬌羞,Tsundere,蛮横娇羞,
tags?c7=267,https://javdb521.com/tags?c7=267,行動,Action,行动,
tags?c1=343,https://javdb521.com/tags?c1=343,被外國人幹,Fucked by foreigners,被外国人干,
western?c3=149,https://javdb521.com/tags/western?c3=149,裙子,Dress,裙子,
tags?c3=89,https://javdb521.com/tags?c3=89,裸體圍裙,Naked Apron,裸体围裙,
uncensored?c4=97,https://javdb521.com/tags/uncensored?c4=97,製服,Uniform,製服,
western?c1=1,https://javdb521.com/tags/western?c1=1,褐髮,Brunette,褐髮,
western?c3=155,https://javdb521.com/tags/western?c3=155,襯衫,Blouse,襯衫,
uncensored?c4=109,https://javdb521.com/tags/uncensored?c4=109,西方時,Western fashion,西方時,
tags?c7=254,https://javdb521.com/tags?c7=254,西洋片,US/EU Porn,西洋片,
tags?c3=43,https://javdb521.com/tags?c3=43,角色扮演,Cosplay,Cosplay,
uncensored?c4=96,https://javdb521.com/tags/uncensored?c4=96,角色扮演,Cosplay,Cosplay,
western?c5=195,https://javdb521.com/tags/western?c5=195,角色扮演,Cosplay,Cosplay,
tags?c2=118,https://javdb521.com/tags?c2=118,角色扮演者,Cosplayers,角色扮演者,
tags?c1=234,https://javdb521.com/tags?c1=234,觸手,Tentacle,触手,
tags?c7=325,https://javdb521.com/tags?c7=325,觸摸打字,Touch Typing,触摸打字,
tags?c7=242,https://javdb521.com/tags?c7=242,訪問,Interview,访问,
tags?c6=94,https://javdb521.com/tags?c6=94,調教,Training,调教,
western?c2=87,https://javdb521.com/tags/western?c2=87,調教,Femdom,调教,
tags?c2=204,https://javdb521.com/tags?c2=204,講師,Instructor,讲师,
western?c5=140,https://javdb521.com/tags/western?c5=140,警察,Police,警察,
tags?c2=115,https://javdb521.com/tags?c2=115,護士,Nurse,护士,
uncensored?c4=99,https://javdb521.com/tags/uncensored?c4=99,護士,Nurse,护士,
uncensored?c3=94,https://javdb521.com/tags/uncensored?c3=94,變性人,Transsexual,變性人,
tags?c4=147,https://javdb521.com/tags?c4=147,變性者,Transsexual,变性者,
western?c1=91,https://javdb521.com/tags/western?c1=91,豐滿,Voluptuous,豐滿,
tags?c3=116,https://javdb521.com/tags?c3=116,貓耳女,Catgirl,猫耳女,
uncensored?c3=78,https://javdb521.com/tags/uncensored?c3=78,貧乳,Tiny tits,貧乳,
western?c1=2,https://javdb521.com/tags/western?c1=2,貧乳,Small Tits,貧乳,
tags?c2=133,https://javdb521.com/tags?c2=133,賽車女郎,Race Queen,赛车女郎,
tags?c4=217,https://javdb521.com/tags?c4=217,超乳,Ultra-Huge Tits,超乳,
tags?c5=61,https://javdb521.com/tags?c5=61,足交,Footjob,足交,
uncensored?c2=25,https://javdb521.com/tags/uncensored?c2=25,足交,Footjob,足交,
western?c2=115,https://javdb521.com/tags/western?c2=115,足交,Feet,足交,
western?c0=196,https://javdb521.com/tags/western?c0=196,足球,Football,足球,
western?c0=68,https://javdb521.com/tags/western?c0=68,跨種族,Interracial,跨種族,
uncensored?c2=45,https://javdb521.com/tags/uncensored?c2=45,跳,vibrator,跳,
tags?c1=75,https://javdb521.com/tags?c1=75,跳舞,Dance,跳舞,
uncensored?c2=27,https://javdb521.com/tags/uncensored?c2=27,跳舞,dance,跳舞,
tags?c6=39,https://javdb521.com/tags?c6=39,跳蛋,Egg Vibrator,跳蛋,
tags?c3=99,https://javdb521.com/tags?c3=99,身體意識,Body Conscious,身体意识,
western?c4=111,https://javdb521.com/tags/western?c4=111,車庫,Garage,車庫,
tags?c2=237,https://javdb521.com/tags?c2=237,車掌小姐,Bus Guide,车掌小姐,
uncensored?c2=42,https://javdb521.com/tags/uncensored?c2=42,車站性交,Ekiben sex,車站性交,
western?c0=200,https://javdb521.com/tags/western?c0=200,軍事,Military,軍事,
tags?c6=364,https://javdb521.com/tags?c6=364,輔助自慰,Assisted masturbation,輔助自慰,
tags?c6=41,https://javdb521.com/tags?c6=41,輪姦,Gangbang,轮奸,
uncensored?c2=11,https://javdb521.com/tags/uncensored?c2=11,輪姦,Group Sex,轮奸,
uncensored?c2=47,https://javdb521.com/tags/uncensored?c2=47,輪姦,Gangbang,轮奸,
tags?c2=67,https://javdb521.com/tags?c2=67,辣妹,Gal,女生,
uncensored?c3=89,https://javdb521.com/tags/uncensored?c3=89,辣妹,Gyaru,辣妹,
western?c4=110,https://javdb521.com/tags/western?c4=110,辦公室,Office,辦公室,
tags?c3=129,https://javdb521.com/tags?c3=129,迷你裙,Mini Skirt,迷你裙,
uncensored?c2=31,https://javdb521.com/tags/uncensored?c2=31,迷你裙,Mini Skirt Skirt,迷你裙,
tags?c3=248,https://javdb521.com/tags?c3=248,迷你裙警察,Mini Skirt Police,迷你裙警察,
tags?c3=106,https://javdb521.com/tags?c3=106,連褲襪,Pantyhose,连裤袜,
uncensored?c4=151,https://javdb521.com/tags/uncensored?c4=151,連褲襪,Black pantyhose,连裤袜,
uncensored?c5=132,https://javdb521.com/tags/uncensored?c5=132,週排名第一的作品,★ week No. 1 Winning Movies,週排名第一的作品,
western?c0=201,https://javdb521.com/tags/western?c0=201,遊戲,Game,遊戲,
tags?c1=128,https://javdb521.com/tags?c1=128,運動,Sport,运动,
tags?c1=361,https://javdb521.com/tags?c1=361,運動,Sports,運動,
western?c0=83,https://javdb521.com/tags/western?c0=83,運動健身,Sports,運動健身,
tags?c3=127,https://javdb521.com/tags?c3=127,運動短褲,Bloomers,运动短裤,
uncensored?c4=111,https://javdb521.com/tags/uncensored?c4=111,運動裝,"Bloomers, physical education clothes",運動裝,
western?c4=125,https://javdb521.com/tags/western?c4=125,酒吧,Bar,酒吧,
western?c4=163,https://javdb521.com/tags/western?c4=163,酒店房間,Hotel Room,酒店房間,
western?c5=132,https://javdb521.com/tags/western?c5=132,醫生,Doctor,醫生,
western?c5=88,https://javdb521.com/tags/western?c5=88,醫生/護士,Doctor/Nurse,醫生/護士,
western?c4=176,https://javdb521.com/tags/western?c4=176,醫院,Hospital,醫院,
tags?c7=189,https://javdb521.com/tags?c7=189,重印版,Reprinted Edition,重制版,
uncensored?c5=126,https://javdb521.com/tags/uncensored?c5=126,金發,Blonde hair,金發,
western?c1=14,https://javdb521.com/tags/western?c1=14,金髮,Blonde,金髮,
western?c1=21,https://javdb521.com/tags/western?c1=21,陰毛,Hairy Pussy,陰毛,
tags?c1=211,https://javdb521.com/tags?c1=211,雙性人,Futanari,双性人,
western?c2=24,https://javdb521.com/tags/western?c2=24,雙插,Double Penetration,雙插,
uncensored?c4=105,https://javdb521.com/tags/uncensored?c4=105,雪白皮膚,Beautiful Skin,雪白皮膚,
western?c1=95,https://javdb521.com/tags/western?c1=95,雪白皮膚,Pale Skin,雪白皮膚,
western?c2=72,https://javdb521.com/tags/western?c2=72,電動馬鞍,Sybian,電動馬鞍,
uncensored?c2=58,https://javdb521.com/tags/uncensored?c2=58,電車痴漢,Molester by train,電車痴漢,
tags?c6=159,https://javdb521.com/tags?c6=159,露出,Exposure,露出,
uncensored?c2=53,https://javdb521.com/tags/uncensored?c2=53,露出,Exposed outdoors,露出,
tags?c3=358,https://javdb521.com/tags?c3=358,靴子,boots,靴子,
western?c3=102,https://javdb521.com/tags/western?c3=102,靴子,Boots,靴子,
tags?c1=291,https://javdb521.com/tags?c1=291,韓國,Korean,韩国,
tags?c5=46,https://javdb521.com/tags?c5=46,顏射,Facials,颜射,
uncensored?c2=8,https://javdb521.com/tags/uncensored?c2=8,顏射,Facial,颜射,
uncensored?c2=38,https://javdb521.com/tags/uncensored?c2=38,顏射,Facial,颜射,
western?c2=11,https://javdb521.com/tags/western?c2=11,顏射,Facial,颜射,
uncensored?c2=64,https://javdb521.com/tags/uncensored?c2=64,顏面騎乘,Facesitting,顏面騎乘,
western?c2=36,https://javdb521.com/tags/western?c2=36,顏面騎乘,Face Sitting,顏面騎乘,
tags?c2=274,https://javdb521.com/tags?c2=274,飛特族,Freeter,飞特族,
tags?c5=209,https://javdb521.com/tags?c5=209,食糞,Coprophagy,食粪,
tags?c5=195,https://javdb521.com/tags?c5=195,飲尿,Piss Drinking,饮尿,
tags?c2=383,https://javdb521.com/tags?c2=383,養女,Adopted daughter,養女,
tags?c7=370,https://javdb521.com/tags?c7=370,養尊處優,Pampering,養尊處優,
western?c4=126,https://javdb521.com/tags/western?c4=126,餐廳,Restaurant,餐廳,
tags?c7=80,https://javdb521.com/tags?c7=80,首次亮相,Debut Production,首次亮相,
uncensored?c2=33,https://javdb521.com/tags/uncensored?c2=33,首次亮相,First appearance,首次亮相,
tags?c5=197,https://javdb521.com/tags?c5=197,騎乗位,Facesitting,骑乘位,
uncensored?c2=40,https://javdb521.com/tags/uncensored?c2=40,騎乘位,Cowgirl,騎乘位,
western?c2=7,https://javdb521.com/tags/western?c2=7,騎乘位,Riding,騎乘位,
western?c0=51,https://javdb521.com/tags/western?c0=51,騙色,Cheating,騙色,
uncensored?c4=116,https://javdb521.com/tags/uncensored?c4=116,體育Cosplay,Sports Cosplay,體育Cosplay,
tags?c2=1,https://javdb521.com/tags?c2=1,高中女生,School Girls,高中女生,
tags?c4=62,https://javdb521.com/tags?c4=62,高挑,Tall,高,
uncensored?c3=92,https://javdb521.com/tags/uncensored?c3=92,高挑身材,Tall girl,高挑身材,
tags?c3=352,https://javdb521.com/tags?c3=352,高跟鞋,High heels,高跟鞋,
uncensored?c4=296,https://javdb521.com/tags/uncensored?c4=296,高跟鞋,High heel,高跟鞋,
western?c3=55,https://javdb521.com/tags/western?c3=55,高跟鞋,Heels,高跟鞋,
tags?c1=185,https://javdb521.com/tags?c1=185,魔鬼系,Evil,魔鬼系,
tags?c6=179,https://javdb521.com/tags?c6=179,鴨嘴,Speculum,鸭嘴,
tags?c2=137,https://javdb521.com/tags?c2=137,黑人演員,Black Actor,黑人演员,
western?c1=52,https://javdb521.com/tags/western?c1=52,黑人美女,Ebony,黑人美女,
tags?c1=349,https://javdb521.com/tags?c1=349,黑白配,BlackNWhite,黑白配,
western?c1=39,https://javdb521.com/tags/western?c1=39,黑髮,Black Hair,黑髮,
tags?c6=380,https://javdb521.com/tags?c6=380,鼻鉤,Nose hook,鼻鉤,
uncensored?c2=37,https://javdb521.com/tags/uncensored?c2=37,龜甲捆綁,Tied turtle,龟甲捆绑,
